date,min,max,median,q1,q3,stdev,count
2021-02-02T00:00:00.000Z,2.2,31.5,12.14,10.68,13.8,3.881,234
2021-02-03T00:00:00.000Z,0.4,30.3,4.97,1.92,10.24,5.584,136
2021-02-04T00:00:00.000Z,0.63,23.52,2.69,1.65,4.23,3.801,264
2021-02-05T00:00:00.000Z,0.25,12.98,2.7,1.34,3.4,1.804,237
2021-02-06T00:00:00.000Z,0.56,29.9,1.5,1.04,2.29,3.105,244
2021-02-07T00:00:00.000Z,0.52,13.68,2.79,1.35,3.7,1.681,238
2021-02-08T00:00:00.000Z,2,28.85,3.07,2.63,5.5,3.184,262
2021-02-09T00:00:00.000Z,8.85,43.17,19.5,12.1,26.35,7.271,239
2021-02-10T00:00:00.000Z,6.9,30.98,16.32,9.65,24.02,7.394,239
2021-02-11T00:00:00.000Z,6.95,37.9,17.17,13.04,19.89,5.341,189
2021-02-12T00:00:00.000Z,8.23,37.45,17.61,14.9,20.7,4.708,266
2021-02-13T00:00:00.000Z,8.52,39.92,13.51,10.68,27.04,8.571,248
2021-02-14T00:00:00.000Z,4.43,39.78,18.89,9.47,29.44,10.632,241
2021-02-15T00:00:00.000Z,1.9,21,6.37,4.84,8.23,3.233,246
2021-02-16T00:00:00.000Z,2.33,79.3,7.28,5.25,9.07,6.121,227
2021-02-17T00:00:00.000Z,2.1,9.93,5.95,4.43,7.18,1.697,232
2021-02-18T00:00:00.000Z,0.7,94.3,3.15,1.4,4.22,7.376,271
2021-02-19T00:00:00.000Z,1.42,9.94,3.25,2.63,3.88,1.035,223
2021-02-20T00:00:00.000Z,1.14,13.45,8.25,7.35,9.23,2.108,243
2021-02-21T00:00:00.000Z,0.6,21.58,4.03,2.2,9.71,4.444,249
2021-02-22T00:00:00.000Z,0.4,33.1,1.5,0.95,3.53,4.101,214
2021-02-23T00:00:00.000Z,0.77,13.63,3.37,1.94,4.2,1.517,228
2021-02-24T00:00:00.000Z,0.75,9.5,1.72,1.38,3.1,1.546,230
2021-02-25T00:00:00.000Z,1.2,27.07,3.6,2.75,4.63,2.644,226
2021-02-26T00:00:00.000Z,0.8,4.45,2.22,1.7,2.54,0.612,225
2021-02-27T00:00:00.000Z,1.45,13.35,3.6,2.78,5.75,2.442,262
2021-02-28T00:00:00.000Z,3.25,34.78,20.92,11.3,28.42,9.576,255
2021-03-01T00:00:00.000Z,5.38,22.67,16.55,8.05,17.98,4.975,231
2021-03-02T00:00:00.000Z,11.43,41.53,17.3,14.25,21.08,5.47,242
2021-03-03T00:00:00.000Z,4.03,36.5,11.19,9.44,16.39,6.012,218
2021-03-04T00:00:00.000Z,3.53,41.08,19.05,14.77,27.97,9.139,224
2021-03-05T00:00:00.000Z,1.52,42.88,8.31,3.29,17.28,12.669,248
2021-03-06T00:00:00.000Z,7.3,28.5,11.57,9.85,14.15,2.605,235
2021-03-07T00:00:00.000Z,13.68,20.25,16.66,15.25,17.64,1.648,50
2021-03-08T00:00:00.000Z,7.38,36.7,11.95,9.1,13.45,3.708,238
2021-03-09T00:00:00.000Z,15.18,60.35,20,18.48,23.4,5.342,254
2021-03-10T00:00:00.000Z,1.75,18.63,6,3.88,10.5,4.162,231
2021-03-11T00:00:00.000Z,0.95,12.8,4.96,3.9,7.45,2.424,234
2021-03-12T00:00:00.000Z,2.27,13.27,4.2,3.47,5.15,1.604,246
2021-03-13T00:00:00.000Z,0.4,10.45,3.04,2.47,5.3,2.337,250
