,date,PM 2.5,Station
278,2021-10-06,29.574744661095636,Provence-Alpes-Côte d'Azur
279,2021-10-07,28.0,Provence-Alpes-Côte d'Azur
280,2021-10-08,15.0,Provence-Alpes-Côte d'Azur
281,2021-10-09,22.0,Provence-Alpes-Côte d'Azur
282,2021-10-10,33.0,Provence-Alpes-Côte d'Azur
283,2021-10-11,36.0,Provence-Alpes-Côte d'Azur
284,2021-10-12,37.0,Provence-Alpes-Côte d'Azur
285,2021-10-13,30.0,Provence-Alpes-Côte d'Azur
286,2021-10-14,23.0,Provence-Alpes-Côte d'Azur
287,2021-10-15,24.0,Provence-Alpes-Côte d'Azur
288,2021-10-16,28.0,Provence-Alpes-Côte d'Azur
289,2021-10-17,30.0,Provence-Alpes-Côte d'Azur
290,2021-10-18,36.0,Provence-Alpes-Côte d'Azur
291,2021-10-19,33.0,Provence-Alpes-Côte d'Azur
292,2021-10-20,34.0,Provence-Alpes-Côte d'Azur
293,2021-10-21,31.0,Provence-Alpes-Côte d'Azur
294,2021-10-22,23.0,Provence-Alpes-Côte d'Azur
295,2021-10-23,31.0,Provence-Alpes-Côte d'Azur
296,2021-10-24,32.0,Provence-Alpes-Côte d'Azur
297,2021-10-25,28.0,Provence-Alpes-Côte d'Azur
298,2021-10-26,39.0,Provence-Alpes-Côte d'Azur
299,2021-10-27,37.0,Provence-Alpes-Côte d'Azur
300,2021-10-28,35.0,Provence-Alpes-Côte d'Azur
301,2021-10-29,48.0,Provence-Alpes-Côte d'Azur
302,2021-10-30,39.0,Provence-Alpes-Côte d'Azur
303,2021-10-31,21.0,Provence-Alpes-Côte d'Azur
304,2021-11-01,17.0,Provence-Alpes-Côte d'Azur
305,2021-11-02,18.0,Provence-Alpes-Côte d'Azur
306,2021-11-03,23.0,Provence-Alpes-Côte d'Azur
307,2021-11-04,22.0,Provence-Alpes-Côte d'Azur
308,2021-11-05,16.0,Provence-Alpes-Côte d'Azur
309,2021-11-06,22.0,Provence-Alpes-Côte d'Azur
310,2021-11-07,24.0,Provence-Alpes-Côte d'Azur
311,2021-11-08,38.0,Provence-Alpes-Côte d'Azur
312,2021-11-09,21.0,Provence-Alpes-Côte d'Azur
313,2021-11-10,23.0,Provence-Alpes-Côte d'Azur
314,2021-11-11,17.0,Provence-Alpes-Côte d'Azur
315,2021-11-12,35.0,Provence-Alpes-Côte d'Azur
316,2021-11-13,37.0,Provence-Alpes-Côte d'Azur
317,2021-11-14,27.0,Provence-Alpes-Côte d'Azur
318,2021-11-15,26.0,Provence-Alpes-Côte d'Azur
319,2021-11-16,24.0,Provence-Alpes-Côte d'Azur
320,2021-11-17,40.0,Provence-Alpes-Côte d'Azur
321,2021-11-18,27.0,Provence-Alpes-Côte d'Azur
322,2021-11-19,28.0,Provence-Alpes-Côte d'Azur
323,2021-11-20,29.0,Provence-Alpes-Côte d'Azur
324,2021-11-21,40.0,Provence-Alpes-Côte d'Azur
325,2021-11-22,38.0,Provence-Alpes-Côte d'Azur
326,2021-11-23,30.0,Provence-Alpes-Côte d'Azur
327,2021-11-24,20.0,Provence-Alpes-Côte d'Azur
328,2021-11-25,16.0,Provence-Alpes-Côte d'Azur
329,2021-11-26,20.0,Provence-Alpes-Côte d'Azur
330,2021-11-27,21.0,Provence-Alpes-Côte d'Azur
331,2021-11-28,18.0,Provence-Alpes-Côte d'Azur
332,2021-11-29,19.0,Provence-Alpes-Côte d'Azur
333,2021-11-30,34.0,Provence-Alpes-Côte d'Azur
334,2021-12-01,16.0,Provence-Alpes-Côte d'Azur
335,2021-12-02,39.0,Provence-Alpes-Côte d'Azur
336,2021-12-03,21.0,Provence-Alpes-Côte d'Azur
337,2021-12-04,14.0,Provence-Alpes-Côte d'Azur
338,2021-12-05,20.0,Provence-Alpes-Côte d'Azur
339,2021-12-06,20.0,Provence-Alpes-Côte d'Azur
340,2021-12-07,38.0,Provence-Alpes-Côte d'Azur
341,2021-12-08,29.0,Provence-Alpes-Côte d'Azur
342,2021-12-09,19.0,Provence-Alpes-Côte d'Azur
343,2021-12-10,9.0,Provence-Alpes-Côte d'Azur
344,2021-12-11,27.0,Provence-Alpes-Côte d'Azur
345,2021-12-12,26.0,Provence-Alpes-Côte d'Azur
346,2021-12-13,24.0,Provence-Alpes-Côte d'Azur
347,2021-12-14,32.0,Provence-Alpes-Côte d'Azur
