Athlète,Date,Région,Département,Distance,Durée,Dénivelé,Puissance moyenne,Effort,Charge entraînement,Intensité,Vitesse moyenne,Vitesse max,Météo,Température,Humidité,Température ressentie,Vitesse vent,Direction vent,Objectif,Qualité Air
Pierre Rolland,2021-04-04,Auvergne-Rhône-Alpes,Ain,204.91,5:04:53,1759,999,9999,999,99,40.3,83.2,Dégagé,11,56,11,18.7,NE,2021,2.02
Pierre Rolland,2021-04-03,Auvergne-Rhône-Alpes,Loire,45.62,1:40:27,127,999,9999,999,99,27.2,41.8,Dégagé,6,68,1,24.6,NE,2021,6.17
Pierre Rolland,2021-04-02,Auvergne-Rhône-Alpes,Loire,91.75,2:41:08,249,999,9999,999,99,34.2,60.8,Dégagé,10,72,7,20.5,NE,2021,4.0
Pierre Rolland,2021-04-01,Auvergne-Rhône-Alpes,Loire,46.42,1:44:18,130,999,9999,999,99,26.7,40.7,Quelques nuages,18,58,18,7.8,NE,2021,2.4
Pierre Rolland,2021-05-31,Auvergne-Rhône-Alpes,Loire,176.95,4:34:20,3197,999,9999,999,99,38.7,87.8,Dégagé,21,55,21,3.3,E,2021,4.332191011235955
Pierre Rolland,2021-05-30,Auvergne-Rhône-Alpes,Puy-de-Dôme,183.75,4:17:25,2416,999,9999,999,99,42.8,87.8,Dégagé,20,56,20,8.3,N,2021,4.332191011235955
Pierre Rolland,2021-05-29,Occitanie,Haute-Garonne,72.79,3:36:54,1314,999,9999,999,99,20.1,66.7,Quelques nuages,24,47,24,13.8,WNW,2021,5.03
Pierre Rolland,2021-05-29,Auvergne-Rhône-Alpes,Ain,49.82,1:34:11,686,999,9999,999,99,31.7,76.3,Nuages,18,62,18,5.2,N,2021,4.332191011235955
Pierre Rolland,2021-05-28,Auvergne-Rhône-Alpes,Ain,54.04,2:14:00,1008,999,9999,999,99,24.2,70.2,Quelques nuages,12,62,12,3.9,SSW,2021,4.332191011235955
Pierre Rolland,2021-05-27,Auvergne-Rhône-Alpes,Ain,83.13,3:00:00,1763,999,9999,999,99,27.7,74.9,Quelques nuages,13,54,13,5.5,NNE,2021,4.332191011235955
Pierre Rolland,2021-05-26,Auvergne-Rhône-Alpes,Ain,134.42,5:04:46,3545,999,9999,999,99,26.5,82.8,Quelques nuages,7,63,6,7.5,W,2021,4.332191011235955
Pierre Rolland,2021-05-25,Auvergne-Rhône-Alpes,Puy-de-Dôme,26.73,1:11:51,890,999,9999,999,99,22.3,58.0,Quelques nuages,11,64,11,9.9,W,2021,4.332191011235955
Pierre Rolland,2021-05-24,Auvergne-Rhône-Alpes,Ain,46.61,1:45:59,895,999,9999,999,99,26.4,92.9,Quelques nuages,7,62,5,13.2,SSW,2021,4.332191011235955
Pierre Rolland,2021-05-24,Occitanie,Haute-Garonne,44.86,1:59:47,534,999,9999,999,99,22.5,60.6,Quelques nuages,12,77,12,11.2,E,2021,2.72
Pierre Rolland,2021-05-23,Auvergne-Rhône-Alpes,Ain,72.42,2:58:08,1596,999,9999,999,99,24.4,65.9,Quelques nuages,4,75,2,7.5,WSW,2021,4.332191011235955
Pierre Rolland,2021-05-22,Occitanie,Haute-Garonne,57.34,2:45:30,759,999,9999,999,99,20.8,67.7,Nuages,17,52,17,10.4,WNW,2021,2.2
Pierre Rolland,2021-05-21,Occitanie,Hautes-Pyrénées,115.23,3:37:44,1077,999,9999,999,99,31.8,65.5,Quelques nuages,15,60,15,5.9,NNE,2021,2.04
Pierre Rolland,2021-05-20,Occitanie,Hautes-Pyrénées,125.41,4:28:23,3030,999,9999,999,99,28.0,76.3,Nuages,16,52,16,5.2,NE,2021,1.67
Pierre Rolland,2021-05-19,Auvergne-Rhône-Alpes,Ain,117.13,4:59:33,3391,999,9999,999,99,23.5,70.2,Nuages,12,68,12,8.2,WNW,2021,0.82
Pierre Rolland,2021-05-18,Occitanie,Ariège,158.85,5:07:19,2752,999,9999,999,99,31.0,78.1,Quelques nuages,14,40,14,5.0,NNE,2021,2.45
Pierre Rolland,2021-05-17,Occitanie,Pyrénées-Orientales,187.2,6:15:56,4182,999,9999,999,99,29.9,89.6,Nuages,13,68,13,3.8,NNW,2021,2.72
Pierre Rolland,2021-05-16,Occitanie,Aude,130.07,4:10:51,1687,999,9999,999,99,31.1,86.0,Quelques nuages,16,81,16,3.5,NNE,2021,3.27
Pierre Rolland,2021-05-14,Auvergne-Rhône-Alpes,Ain,8.14,1:20:14,4,999,9999,999,99,6.1,38.5,Nuages,2,100,0,8.7,W,2021,0.7
Pierre Rolland,2021-05-13,Auvergne-Rhône-Alpes,Puy-de-Dôme,76.84,3:16:11,1561,999,9999,999,99,23.5,57.2,Quelques nuages,11,72,11,6.9,W,2021,0.7
Pierre Rolland,2021-06-20,Grand Est,Vosges,241.69,6:10:13,3857,999,9999,999,99,39.2,78.1,Nuages,21,81,21,9.6,SSW,2021,2.15
Pierre Rolland,2021-06-19,Grand Est,Vosges,56.76,2:00:51,729,999,9999,999,99,28.2,67.0,Quelques nuages,20,87,20,6.0,E,2021,3.99
Pierre Rolland,2021-06-18,Auvergne-Rhône-Alpes,Loire,72.57,2:29:33,178,999,9999,999,99,29.1,47.5,Quelques nuages,20,88,20,15.3,S,2021,3.58
Pierre Rolland,2021-06-17,Auvergne-Rhône-Alpes,Loire,63.45,2:10:46,139,999,9999,999,99,29.1,47.5,Quelques nuages,23,81,24,14.0,SSW,2021,4.37
Pierre Rolland,2021-06-16,Auvergne-Rhône-Alpes,Loire,51.84,2:05:41,106,999,9999,999,99,24.8,39.2,Dégagé,20,87,20,5.7,ESE,2021,3.23
Pierre Rolland,2021-06-15,Occitanie,Aude,260.5,7:08:02,2983,999,9999,999,99,36.5,78.1,Quelques nuages,20,81,21,7.7,N,2021,3.49
Pierre Rolland,2021-06-14,Auvergne-Rhône-Alpes,Loire,46.0,1:27:16,131,999,9999,999,99,31.6,55.1,Dégagé,21,58,21,9.4,NE,2021,2.02
Pierre Rolland,2021-06-13,Auvergne-Rhône-Alpes,Loire,53.77,2:00:39,123,999,9999,999,99,26.7,36.7,Dégagé,20,74,20,14.1,ENE,2021,1.9
Pierre Rolland,2021-06-12,Auvergne-Rhône-Alpes,Loire,136.11,3:57:08,503,999,9999,999,99,34.4,60.5,Quelques nuages,16,91,16,8.5,NNE,2021,1.7
Pierre Rolland,2021-06-11,Auvergne-Rhône-Alpes,Loire,59.81,2:14:34,127,999,9999,999,99,26.7,39.6,Quelques nuages,20,82,20,10.2,NE,2021,5.33
Pierre Rolland,2021-06-08,Auvergne-Rhône-Alpes,Ain,106.95,3:08:30,2594,999,9999,999,99,34.0,94.3,Dégagé,23,57,23,19.1,N,2021,4.59
Pierre Rolland,2021-06-07,Provence-Alpes-Côte d'Azur,Vaucluse,43.89,1:26:17,139,999,9999,999,99,30.5,49.7,Quelques nuages,22,67,22,25.9,N,2021,31.0
Pierre Rolland,2021-06-06,Auvergne-Rhône-Alpes,Savoie,154.38,4:34:34,3900,999,9999,999,99,33.7,111.6,Quelques nuages,14,89,14,3.7,NNW,2021,1.8
Pierre Rolland,2021-06-05,Auvergne-Rhône-Alpes,Ain,179.2,5:04:18,4093,999,9999,999,99,35.3,95.0,Quelques nuages,17,100,17,3.0,WNW,2021,1.0
Pierre Rolland,2021-06-04,Auvergne-Rhône-Alpes,Drôme,169.62,4:07:15,2589,999,9999,999,99,41.2,82.4,Quelques nuages,24,60,24,8.9,SSW,2021,1.5
Pierre Rolland,2021-06-03,Auvergne-Rhône-Alpes,Ain,173.63,4:12:55,2247,999,9999,999,99,41.2,77.0,Quelques nuages,22,68,22,6.5,ESE,2021,4.332191011235955
Pierre Rolland,2021-06-02,Auvergne-Rhône-Alpes,Loire,8.61,24:20,156,999,9999,999,99,21.2,69.1,Nuages,20,63,20,11.9,SSW,2021,4.332191011235955
Pierre Rolland,2021-06-02,Auvergne-Rhône-Alpes,Loire,16.18,23:48,324,999,9999,999,99,40.8,78.5,Nuages,19,66,19,12.6,S,2021,4.332191011235955
Pierre Rolland,2021-06-02,Auvergne-Rhône-Alpes,Loire,24.15,47:58,403,999,9999,999,99,30.2,74.2,Quelques nuages,19,68,19,10.9,S,2021,4.332191011235955
Pierre Rolland,2021-06-01,Auvergne-Rhône-Alpes,Loire,176.54,4:09:50,2138,999,9999,999,99,42.4,89.3,Quelques nuages,22,54,22,8.6,SSE,2021,4.332191011235955
Pierre Rolland,2021-09-23,Auvergne-Rhône-Alpes,Loire,47.43,1:49:59,112,999,9999,999,99,25.9,41.8,Dégagé,15,77,15,5.3,NNE,2022,8.23
Pierre Rolland,2021-09-16,Auvergne-Rhône-Alpes,Ain,188.38,4:21:46,2439,999,9999,999,99,43.2,88.6,Quelques nuages,15,82,15,12.1,N,2022,4.17
Pierre Rolland,2021-09-12,Auvergne-Rhône-Alpes,Ain,62.58,2:07:15,1344,999,9999,999,99,29.5,81.4,Quelques nuages,13,83,13,4.7,ESE,2022,2.5
Pierre Rolland,2021-09-11,Auvergne-Rhône-Alpes,Ain,136.14,4:42:03,2035,999,9999,999,99,29.0,76.0,Quelques nuages,12,88,12,3.1,ESE,2022,2.73
Pierre Rolland,2021-09-10,Auvergne-Rhône-Alpes,Loire,37.86,1:28:30,98,999,9999,999,99,25.7,39.6,Quelques nuages,19,93,19,12.3,SW,2022,7.3
Pierre Rolland,2021-09-09,Auvergne-Rhône-Alpes,Loire,84.3,2:45:02,276,999,9999,999,99,30.6,54.4,Quelques nuages,21,87,21,13.5,SW,2022,5.23
Pierre Rolland,2021-09-08,Auvergne-Rhône-Alpes,Loire,153.27,4:31:01,649,999,9999,999,99,33.9,59.4,Quelques nuages,24,66,25,8.7,S,2022,3.15
Pierre Rolland,2021-09-07,Auvergne-Rhône-Alpes,Loire,75.94,2:30:59,156,999,9999,999,99,30.2,52.2,Dégagé,21,60,21,13.8,E,2022,3.73
Pierre Rolland,2021-09-06,Auvergne-Rhône-Alpes,Loire,38.87,1:27:15,72,999,9999,999,99,26.7,37.4,Dégagé,23,61,23,9.9,E,2022,3.8
Pierre Rolland,2021-09-05,Bourgogne-Franche-Comté,Doubs,506.64,4:41:38,2712,999,9999,999,99,107.9,163.1,Quelques nuages,20,66,20,6.2,NNE,2022,26.0
Pierre Rolland,2021-09-05,Bourgogne-Franche-Comté,Doubs,203.34,5:05:06,3002,999,9999,999,99,40.0,79.9,Quelques nuages,20,63,20,3.3,E,2022,26.0
Pierre Rolland,2021-09-04,Bourgogne-Franche-Comté,Jura,185.11,4:32:09,2761,999,9999,999,99,40.8,78.5,Quelques nuages,23,80,23,5.0,WNW,2022,27.0
Pierre Rolland,2021-09-03,Auvergne-Rhône-Alpes,Loire,48.94,1:41:18,116,999,9999,999,99,29.0,47.2,Quelques nuages,18,75,18,5.1,ESE,2022,4.09
Pierre Rolland,2021-09-02,Auvergne-Rhône-Alpes,Loire,60.69,1:58:51,118,999,9999,999,99,30.6,48.6,Dégagé,19,72,19,18.4,ENE,2022,4.47
Pierre Rolland,2021-09-01,Auvergne-Rhône-Alpes,Loire,135.62,3:57:29,446,999,9999,999,99,34.3,56.2,Dégagé,20,68,20,21.0,NE,2022,3.77
Pierre Rolland,2021-10-19,Auvergne-Rhône-Alpes,Loire,30.46,1:13:44,88,999,9999,999,99,24.8,38.5,Quelques nuages,14,81,14,12.7,SSW,2022,6.72
Pierre Rolland,2021-10-18,Auvergne-Rhône-Alpes,Loire,56.79,2:01:58,161,999,9999,999,99,27.9,39.6,Nuages,12,87,12,11.0,S,2022,11.93
Pierre Rolland,2021-10-16,Auvergne-Rhône-Alpes,Loire,35.38,1:42:08,137,999,9999,999,99,20.8,44.6,Dégagé,17,67,17,8.4,ENE,2022,10.1
Pierre Rolland,2021-11-30,Auvergne-Rhône-Alpes,Loire,82.65,2:58:39,298,999,9999,999,99,27.8,47.7,Nuages,3,91,2,21.6,SW,2022,4.9
Pierre Rolland,2021-11-29,Auvergne-Rhône-Alpes,Loire,53.42,1:53:08,149,999,9999,999,99,28.3,47.8,Quelques nuages,4,75,1,12.1,NW,2022,1.7
Pierre Rolland,2021-11-28,Auvergne-Rhône-Alpes,Loire,70.88,3:36:02,404,999,9999,999,99,19.7,41.7,Nuages,3,86,2,24.3,NW,2022,1.1
Pierre Rolland,2021-11-26,Auvergne-Rhône-Alpes,Loire,43.65,1:37:07,127,999,9999,999,99,27.0,41.4,Nuages,4,89,1,11.7,WSW,2022,13.53
Pierre Rolland,2021-11-24,Auvergne-Rhône-Alpes,Loire,99.67,3:20:50,544,999,9999,999,99,29.8,48.6,Dégagé,3,81,2,29.3,NE,2022,12.43
Pierre Rolland,2021-11-22,Auvergne-Rhône-Alpes,Loire,98.55,3:18:46,553,999,9999,999,99,29.8,53.6,Quelques nuages,6,97,1,37.0,NE,2022,4.09
Pierre Rolland,2021-11-21,Bretagne,Morbihan,72.61,2:13:08,723,999,9999,999,99,32.7,58.0,Quelques nuages,7,98,6,8.5,NW,2022,1.66
Pierre Rolland,2021-11-20,Auvergne-Rhône-Alpes,Loire,49.34,1:42:57,131,999,9999,999,99,28.8,47.8,Dégagé,3,91,2,7.5,E,2022,14.03
Pierre Rolland,2021-11-19,Auvergne-Rhône-Alpes,Loire,54.5,1:56:14,145,999,9999,999,99,28.1,40.6,Dégagé,9,72,9,6.2,NE,2022,12.13
Pierre Rolland,2021-11-18,Auvergne-Rhône-Alpes,Loire,61.77,2:11:07,149,999,9999,999,99,28.3,45.1,Quelques nuages,9,74,8,5.4,NNE,2022,4.0
Pierre Rolland,2021-11-17,Auvergne-Rhône-Alpes,Loire,47.95,1:43:48,119,999,9999,999,99,27.7,46.7,Nuages,9,87,8,7.2,WNW,2022,3.0
Pierre Rolland,2021-11-16,Auvergne-Rhône-Alpes,Loire,72.95,2:40:16,286,999,9999,999,99,27.3,39.7,Nuages,7,81,6,6.6,N,2022,7.9
Pierre Rolland,2021-11-15,Auvergne-Rhône-Alpes,Loire,45.27,1:39:02,111,999,9999,999,99,27.4,39.8,Quelques nuages,10,74,10,15.5,NNE,2022,7.8
Pierre Rolland,2021-11-14,Auvergne-Rhône-Alpes,Ain,163.69,1:27:37,1019,999,9999,999,99,112.1,159.9,Quelques nuages,12,70,12,18.0,NNE,2022,4.0
Pierre Rolland,2021-11-14,Auvergne-Rhône-Alpes,Ain,50.55,1:51:50,731,999,9999,999,99,27.1,56.3,Quelques nuages,11,81,11,17.2,NNE,2022,4.0
Pierre Rolland,2021-11-13,Bretagne,Côtes-d'Armor,104.13,3:23:41,424,999,9999,999,99,30.7,65.1,Quelques nuages,12,87,12,23.9,NW,2022,2.5
Pierre Rolland,2021-11-12,Bretagne,Côtes-d'Armor,47.85,1:50:37,460,999,9999,999,99,26.0,50.4,Pluie,13,98,13,31.6,SW,2022,9.22
Pierre Rolland,2021-11-10,Auvergne-Rhône-Alpes,Loire,47.96,1:45:45,112,999,9999,999,99,27.2,46.1,Quelques nuages,4,83,3,5.1,ENE,2022,17.77
Pierre Rolland,2021-11-09,Auvergne-Rhône-Alpes,Loire,59.64,2:06:49,158,999,9999,999,99,28.2,39.3,Quelques nuages,8,70,7,6.9,NE,2022,7.4
Pierre Rolland,2021-11-08,Auvergne-Rhône-Alpes,Loire,39.22,1:27:48,184,999,9999,999,99,26.8,38.6,Quelques nuages,10,74,10,6.0,N,2022,3.23
Pierre Rolland,2021-11-06,Auvergne-Rhône-Alpes,Loire,41.27,1:33:13,86,999,9999,999,99,26.6,40.0,Dégagé,11,60,11,7.7,W,2022,6.37
Pierre Rolland,2021-12-31,Auvergne-Rhône-Alpes,Ain,147.67,5:09:54,2503,999,9999,999,99,28.6,82.3,Dégagé,8,47,7,8.5,WSW,2022,11.27
Pierre Rolland,2021-12-30,Auvergne-Rhône-Alpes,Ain,106.08,3:58:03,999,999,9999,999,99,26.7,67.7,Quelques nuages,6,98,6,3.8,N,2022,10.97
Pierre Rolland,2021-12-25,Auvergne-Rhône-Alpes,Ain,40.9,1:28:37,670,999,9999,999,99,27.7,72.3,Nuages,3,100,2,5.1,SSW,2022,8.19
Pierre Rolland,2021-12-24,Auvergne-Rhône-Alpes,Ain,74.94,2:50:43,534,999,9999,999,99,26.3,77.9,Nuages,4,100,2,7.5,SSW,2022,6.25
Pierre Rolland,2021-12-23,Auvergne-Rhône-Alpes,Ain,104.77,3:58:07,2178,999,9999,999,99,26.4,66.9,Nuages,3,99,2,6.9,S,2022,4.8
Pierre Rolland,2021-12-21,Auvergne-Rhône-Alpes,Ain,7.13,32:22,170,999,9999,999,99,13.2,30.0,Dégagé,3,63,3,3.9,SSW,2022,14.37
Pierre Rolland,2021-12-21,Auvergne-Rhône-Alpes,Ain,56.13,2:07:43,1008,999,9999,999,99,26.4,83.1,Dégagé,6,66,6,2.5,W,2022,14.37
Pierre Rolland,2021-12-09,Auvergne-Rhône-Alpes,Loire,51.34,1:42:13,138,999,9999,999,99,30.1,49.6,Quelques nuages,3,89,1,13.9,SW,2022,1.7
Pierre Rolland,2021-12-08,Auvergne-Rhône-Alpes,Loire,98.79,3:24:14,359,999,9999,999,99,29.0,46.4,Quelques nuages,5,85,1,16.7,SSW,2022,1.5
Pierre Rolland,2021-12-07,Auvergne-Rhône-Alpes,Ain,14.17,37:33,31,999,9999,999,99,22.7,45.6,Nuages,3,92,0,13.5,SSE,2022,3.45
Pierre Rolland,2021-12-06,Auvergne-Rhône-Alpes,Loire,57.53,1:58:20,138,999,9999,999,99,29.2,43.4,Nuages,4,85,2,9.5,NNW,2022,2.43
Pierre Rolland,2021-12-03,Auvergne-Rhône-Alpes,Loire,58.73,2:05:03,157,999,9999,999,99,28.2,45.1,Nuages,1,95,4,15.7,SSW,2022,2.43
Pierre Rolland,2021-12-02,Auvergne-Rhône-Alpes,Loire,104.5,3:40:50,369,999,9999,999,99,28.4,47.2,Quelques nuages,3,85,1,18.2,NNW,2022,2.06
Quentin Pacher,2023-01-31,Occitanie,Haute-Garonne,51.26,1:47:18,542,999,9999,999,99,28.7,62.5,Quelques nuages,3,87,0,9.6,W,2023,14.38
Quentin Pacher,2023-01-13,Occitanie,Haute-Garonne,60.48,2:00:38,499,215,1459,65,57,30.1,65.3,Nuages,8,82,7,9.4,SW,2023,7.22
Quentin Pacher,2023-01-12,Occitanie,Haute-Garonne,97.39,2:56:27,459,211,2124,95,56,33.1,59.9,Quelques nuages,6,87,5,7.4,SW,2023,7.43
Quentin Pacher,2023-01-10,Occitanie,Haute-Garonne,65.2,1:57:28,448,999,9999,999,99,33.3,61.0,Quelques nuages,10,72,10,3.5,SSW,2023,5.37
Quentin Pacher,2023-02-28,Occitanie,Haute-Garonne,47.78,1:34:37,482,243,1298,64,64,30.3,56.3,Quelques nuages,4,56,0,19.3,WNW,2023,7.29
Quentin Pacher,2023-02-18,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,5.35,10:48,19,112,64,1,29,29.8,52.8,Dégagé,14,68,14,7.4,ESE,2023,55.0
Quentin Pacher,2023-02-15,Occitanie,Haute-Garonne,59.71,1:52:52,534,999,9999,999,99,31.7,64.7,Nuages,8,87,4,20.3,SE,2023,7.97
Quentin Pacher,2023-02-13,Occitanie,Ariège,94.5,3:14:17,2011,285,2784,186,75,29.2,70.0,Dégagé,10,38,9,6.1,SSE,2023,19.52
Quentin Pacher,2023-02-12,Occitanie,Haute-Garonne,122.06,4:00:51,1370,999,9999,999,99,30.4,64.3,Dégagé,6,69,3,16.0,SE,2023,23.3
Quentin Pacher,2023-02-11,Occitanie,Haute-Garonne,52.41,1:48:24,461,194,1180,47,51,29.0,54.2,Dégagé,3,73,0,12.0,ESE,2023,15.75
Quentin Pacher,2023-02-10,Occitanie,Ariège,85.8,3:03:02,1927,288,2576,182,76,28.1,64.0,Dégagé,3,37,3,3.3,NW,2023,15.68
Quentin Pacher,2023-02-09,Occitanie,Haute-Garonne,209.46,7:04:05,2550,999,9999,999,99,29.6,65.4,Dégagé,2,86,2,13.8,SE,2023,10.1
Quentin Pacher,2023-02-08,Occitanie,Haute-Garonne,94.3,2:43:43,597,999,9999,999,99,34.6,69.6,Dégagé,2,81,2,15.7,E,2023,5.62
Quentin Pacher,2023-02-06,Occitanie,Haute-Garonne,61.59,2:05:11,918,296,1661,126,78,29.5,66.3,Dégagé,3,86,0,8.7,WNW,2023,3.67
Quentin Pacher,2023-02-05,Occitanie,Haute-Garonne,116.31,3:53:08,1219,999,9999,999,99,29.9,62.7,Quelques nuages,5,97,1,14.4,WNW,2023,7.46
Quentin Pacher,2023-02-03,Occitanie,Haute-Garonne,94.67,2:58:09,1443,283,2733,164,74,31.9,70.5,Quelques nuages,3,86,1,6.7,W,2023,13.55
Quentin Pacher,2023-02-02,Auvergne-Rhône-Alpes,Ain,116.2,4:18:15,2410,999,9999,999,99,27.0,90.5,Quelques nuages,2,74,1,5.4,WSW,2023,3.09
Quentin Pacher,2023-02-01,Occitanie,Haute-Garonne,83.18,2:46:37,709,999,9999,999,99,30.0,56.7,Quelques nuages,7,81,5,13.3,NW,2023,5.33
Quentin Pacher,2023-03-31,Occitanie,Haute-Garonne,47.08,1:35:46,393,999,9999,999,99,29.5,55.4,Nuages,13,79,13,11.7,W,2023,6.05
Quentin Pacher,2023-03-30,Occitanie,Haute-Garonne,133.13,4:05:27,1518,999,9999,999,99,32.5,66.7,Quelques nuages,16,68,16,8.9,WNW,2023,3.87
Quentin Pacher,2023-03-29,Occitanie,Haute-Garonne,44.41,1:26:26,526,216,1029,46,57,30.8,61.0,Nuages,12,66,12,19.4,SE,2023,2.4
Quentin Pacher,2023-03-27,Occitanie,Tarn,162.85,5:34:16,3310,999,9999,999,99,29.2,77.4,Nuages,8,81,5,19.2,NW,2023,2.85
Quentin Pacher,2023-03-26,Occitanie,Haute-Garonne,85.55,2:51:39,665,999,9999,999,99,29.9,62.3,Nuages,10,81,8,15.0,W,2023,2.87
Quentin Pacher,2023-03-25,Occitanie,Haute-Garonne,141.28,4:29:46,1944,999,9999,999,99,31.4,62.1,Quelques nuages,14,60,13,11.6,W,2023,2.7
Quentin Pacher,2023-03-24,Occitanie,Haute-Garonne,49.16,1:38:49,575,202,1102,46,53,29.9,54.6,Nuages,15,75,15,8.5,SW,2023,4.45
Quentin Pacher,2023-03-23,Occitanie,Haute-Garonne,92.63,3:09:23,1376,999,9999,999,99,29.3,63.7,Nuages,15,75,14,17.9,SE,2023,7.95
Quentin Pacher,2023-03-22,Occitanie,Haute-Garonne,127.81,4:00:16,1170,223,3000,142,59,31.9,62.4,Quelques nuages,6,87,5,5.4,SE,2023,7.55
Quentin Pacher,2023-03-21,Occitanie,Haute-Garonne,96.09,3:00:06,962,999,9999,999,99,32.0,66.0,Nuages,16,58,15,7.5,NW,2023,6.28
Quentin Pacher,2023-03-20,Occitanie,Haute-Garonne,50.16,1:35:19,357,204,1098,46,54,31.6,64.5,Quelques nuages,8,86,7,4.2,WNW,2023,1.43
Quentin Pacher,2023-03-16,Occitanie,Haute-Garonne,77.27,2:25:49,1040,999,9999,999,99,31.8,65.8,Dégagé,7,91,3,23.0,ESE,2023,1.9
Quentin Pacher,2023-03-15,Occitanie,Haute-Garonne,64.82,2:06:44,511,203,1421,60,53,30.7,64.5,Quelques nuages,10,81,10,17.4,WNW,2023,3.1
Quentin Pacher,2023-03-02,Provence-Alpes-Côte d'Azur,Var,57.39,1:59:27,1079,999,9999,999,99,28.8,66.8,Quelques nuages,10,76,8,11.4,NE,2023,29.0
Quentin Pacher,2023-03-01,Occitanie,Haute-Garonne,112.81,3:32:02,1439,999,9999,999,99,31.9,68.2,Quelques nuages,2,64,1,11.3,SW,2023,14.9
Quentin Pacher,2023-04-24,Occitanie,Lot,75.13,2:54:35,2213,999,9999,999,99,25.8,74.2,Nuages,6,83,3,17.5,W,2023,2.2
Quentin Pacher,2023-04-18,Auvergne-Rhône-Alpes,Ain,54.03,1:43:22,651,999,9999,999,99,31.4,71.5,Dégagé,8,74,6,16.0,ENE,2023,3.73
Quentin Pacher,2023-04-13,Occitanie,Haute-Garonne,133.93,4:20:37,1407,999,9999,999,99,30.8,60.3,Quelques nuages,7,83,4,20.7,W,2023,1.22
Quentin Pacher,2023-04-12,Occitanie,Haute-Garonne,99.51,3:18:31,1110,999,9999,999,99,30.1,61.2,Nuages,15,67,15,9.7,WSW,2023,4.05
Quentin Pacher,2023-04-11,Occitanie,Haute-Garonne,72.57,2:16:01,592,999,9999,999,99,32.0,67.3,Nuages,13,77,12,14.5,WNW,2023,2.1
Quentin Pacher,2023-04-10,Occitanie,Haute-Garonne,52.09,1:44:33,348,176,1032,37,46,29.9,58.2,Nuages,13,72,12,8.5,W,2023,3.75
Quentin Pacher,2023-04-01,Occitanie,Haute-Garonne,39.23,1:17:17,536,999,9999,999,99,30.5,61.9,Vent,12,68,12,27.4,W,2023,5.58
Quentin Pacher,2023-05-31,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,188.76,6:41:49,3193,999,9999,999,99,28.2,72.4,Nuages,20,63,20,7.5,ESE,2023,29.0
Quentin Pacher,2023-05-30,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,113.95,3:57:28,2548,999,9999,999,99,28.8,68.8,Nuages,25,47,25,6.5,SSE,2023,36.0
Quentin Pacher,2023-05-28,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,127.49,4:38:26,2203,999,9999,999,99,27.5,63.9,Quelques nuages,22,63,22,6.8,SSE,2023,41.0
Quentin Pacher,2023-05-25,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,158.59,5:32:03,2605,999,9999,999,99,28.7,61.0,Nuages,19,72,19,8.1,E,2023,46.0
Quentin Pacher,2023-05-24,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,105.35,3:35:27,2029,999,9999,999,99,29.3,69.7,Dégagé,22,67,22,8.7,SE,2023,50.0
Quentin Pacher,2023-05-21,Occitanie,Haute-Garonne,93.78,3:01:19,923,999,9999,999,99,31.0,69.2,Nuages,18,69,17,5.4,NNE,2023,5.72
Quentin Pacher,2023-05-20,Occitanie,Haute-Garonne,152.05,4:52:24,1679,208,3388,151,55,31.2,65.2,Nuages,15,68,15,16.1,W,2023,5.27
Quentin Pacher,2023-05-19,Occitanie,Haute-Garonne,130.32,4:01:41,1275,232,3180,156,61,32.4,59.9,Nuages,15,66,14,17.4,WNW,2023,4.71
Quentin Pacher,2023-05-18,Occitanie,Haute-Garonne,93.61,3:03:57,610,197,2098,84,52,30.5,55.0,Nuages,12,62,11,15.3,WNW,2023,4.2
Quentin Pacher,2023-05-16,Occitanie,Haute-Garonne,118.17,3:49:55,1501,999,9999,999,99,30.8,64.7,Nuages,12,88,11,20.4,WNW,2023,2.37
Quentin Pacher,2023-05-15,Occitanie,Haute-Garonne,92.03,3:02:05,946,194,1966,80,51,30.3,63.0,Quelques nuages,18,63,17,24.1,WNW,2023,18.48
Quentin Pacher,2023-05-14,Auvergne-Rhône-Alpes,Ain,69.6,2:14:28,577,199,1513,61,52,31.1,53.7,Quelques nuages,14,77,14,9.7,NNW,2023,2.73
Quentin Pacher,2023-05-13,Auvergne-Rhône-Alpes,Ain,61.05,1:57:21,369,200,1329,55,53,31.2,64.4,Quelques nuages,13,81,13,8.7,N,2023,3.01
Quentin Pacher,2023-05-11,Occitanie,Haute-Garonne,161.05,5:23:14,1662,999,9999,999,99,29.9,62.7,Nuages,12,81,11,16.6,WNW,2023,2.47
Quentin Pacher,2023-05-10,Occitanie,Haute-Garonne,137.79,4:24:27,1571,221,3249,154,58,31.3,95.2,Quelques nuages,14,69,13,21.9,WNW,2023,2.63
Quentin Pacher,2023-05-07,Occitanie,Haute-Garonne,139.16,4:15:47,1435,999,9999,999,99,32.6,62.8,Nuages,17,79,17,12.5,WNW,2023,3.9
