,Date,Station,PM 2.5
235,2021-07-25,Bourgogne-Franche-Comté,17.0
237,2021-07-26,Bourgogne-Franche-Comté,12.0
238,2021-07-27,Bourgogne-Franche-Comté,12.0
239,2021-07-28,Bourgogne-Franche-Comté,29.0
240,2021-07-29,Bourgogne-Franche-Comté,21.0
241,2021-07-30,Bourgogne-Franche-Comté,7.0
242,2021-07-31,Bourgogne-Franche-Comté,20.0
243,2021-08-01,Bourgogne-Franche-Comté,9.0
244,2021-08-02,Bourgogne-Franche-Comté,9.0
245,2021-08-03,Bourgogne-Franche-Comté,8.0
246,2021-08-04,Bourgogne-Franche-Comté,6.0
247,2021-08-05,Bourgogne-Franche-Comté,12.0
248,2021-08-06,,27.58744394618834
249,2021-08-07,Bourgogne-Franche-Comté,8.0
250,2021-08-08,Bourgogne-Franche-Comté,10.0
252,2021-08-09,Bourgogne-Franche-Comté,8.0
253,2021-08-10,,27.58744394618834
254,2021-08-11,Bourgogne-Franche-Comté,18.0
256,2021-08-12,Bourgogne-Franche-Comté,28.0
257,2021-08-13,Bourgogne-Franche-Comté,25.0
258,2021-08-14,Bourgogne-Franche-Comté,30.0
259,2021-08-15,Bourgogne-Franche-Comté,43.0
260,2021-08-16,Bourgogne-Franche-Comté,29.0
261,2021-08-17,Bourgogne-Franche-Comté,14.0
262,2021-08-18,Bourgogne-Franche-Comté,57.0
263,2021-08-19,Bourgogne-Franche-Comté,16.0
264,2021-08-20,Bourgogne-Franche-Comté,10.0
265,2021-08-21,Bourgogne-Franche-Comté,14.0
266,2021-08-22,Bourgogne-Franche-Comté,21.0
267,2021-08-23,,27.58744394618834
268,2021-08-24,,27.58744394618834
269,2021-08-25,Bourgogne-Franche-Comté,16.0
271,2021-08-26,Bourgogne-Franche-Comté,16.0
272,2021-08-27,Bourgogne-Franche-Comté,21.0
273,2021-08-28,,27.58744394618834
274,2021-08-29,Bourgogne-Franche-Comté,16.0
276,2021-08-30,Bourgogne-Franche-Comté,13.0
277,2021-08-31,Bourgogne-Franche-Comté,12.0
278,2021-09-01,Bourgogne-Franche-Comté,26.0
279,2021-09-02,Bourgogne-Franche-Comté,23.0
280,2021-09-03,,27.58744394618834
281,2021-09-04,Bourgogne-Franche-Comté,27.0
283,2021-09-05,Bourgogne-Franche-Comté,26.0
284,2021-09-06,Bourgogne-Franche-Comté,23.0
285,2021-09-07,Bourgogne-Franche-Comté,31.0
286,2021-09-08,Bourgogne-Franche-Comté,29.0
287,2021-09-09,Bourgogne-Franche-Comté,36.0
288,2021-09-10,Bourgogne-Franche-Comté,32.0
289,2021-09-11,Bourgogne-Franche-Comté,26.0
290,2021-09-12,Bourgogne-Franche-Comté,12.0
